Circuit,Weather Station,Wind Sustained,Gust Sustained,Thresholds (Sustained/ Gust),FPI Value,Reasons for De‐Energization,month,days,year,Wind Threshold,Gust Threshold,Wind Trigger Percentage,Gust Trigger Percentage,Combined Trigger Percentage,start day,end day,start,end
DUKE,SCE Mount Davis,29.4,47.6,30/46,13.8,"Exceeded Threshold, Exceeded FPI,",Dec,16-24,2020,30.0,46.0,98.0,103.47826086956522,103.47826086956522,16,24,2020-12-16,2020-12-24
NAPOLEON,SCE Lamb Canyon Landfall,29.4,41.0,31/45,13.8,"High Wind Trend, Exceeded FPI,",Dec,16-24,2020,31.0,45.0,94.83870967741936,91.11111111111111,94.83870967741936,16,24,2020-12-16,2020-12-24
SWEETWATER,SCE Badger Canyon Rd,34.9,54.4,31/46,13.7,"Exceeded Threshold, Exceeded FPI,",Dec,16-24,2020,31.0,46.0,112.58064516129032,118.26086956521739,118.26086956521739,16,24,2020-12-16,2020-12-24
VERA CRUZ,SCE Carbon Canyon,27.8,36.5,28/42,13.9,"High Wind Trend, Exceeded FPI,",Dec,16-24,2020,28.0,42.0,99.28571428571429,86.90476190476191,99.28571428571429,16,24,2020-12-16,2020-12-24
PHEASANT,SCE Walling Dr,32.8,45.3,31/45,13.9,"Exceeded Threshold, Exceeded FPI,",Dec,16-24,2020,31.0,45.0,105.8064516129032,100.66666666666666,105.8064516129032,16,24,2020-12-16,2020-12-24
RAINBOW,SCE Bixby Rd,21.2,45.7,31/46,13.9,"High Wind Trend, Exceeded FPI,",Dec,16-24,2020,31.0,46.0,68.38709677419355,99.34782608695653,99.34782608695653,16,24,2020-12-16,2020-12-24
NORTHPARK,SCE W Little League Dr,27.0,48.2,31/46,13.9,"Exceeded Threshold, Exceeded FPI,",Dec,16-24,2020,31.0,46.0,87.09677419354838,104.78260869565219,104.78260869565219,16,24,2020-12-16,2020-12-24
ATENTO,SCE Baker Canyon,30.5,46.3,31/46,13.9,"Exceeded Threshold, Exceeded FPI,",Dec,16-24,2020,31.0,46.0,98.38709677419355,100.65217391304347,100.65217391304347,16,24,2020-12-16,2020-12-24
PETIT,SCE South Mountain,33.6,47.1,31/46,12.0,"Exceeded Threshold, Exceeded FPI,",Dec,16-24,2020,31.0,46.0,108.38709677419357,102.39130434782608,108.38709677419357,16,24,2020-12-16,2020-12-24
FINGAL,SCE Twin Pines,28.0,46.0,31/46,12.0,"Exceeded Threshold, Exceeded FPI,",Dec,16-24,2020,31.0,46.0,90.32258064516128,100.0,100.0,16,24,2020-12-16,2020-12-24
ESTABAN,SCE Hondo Barranca Rd,26.0,51.1,26/38,13.8,"Exceeded Threshold, Exceeded FPI,",Dec,16-24,2020,26.0,38.0,100.0,134.47368421052633,134.47368421052633,16,24,2020-12-16,2020-12-24
CASTRO,SCE Anlauf Canyon,31.1,46.0,30/46,13.9,"Exceeded Threshold, Exceeded FPI,",Dec,16-24,2020,30.0,46.0,103.66666666666666,100.0,103.66666666666666,16,24,2020-12-16,2020-12-24
HONEYCRISP,SCE San Timoteo Canyon,29.6,46.2,29/42,12.8,"Exceeded Threshold, Exceeded FPI,",Dec,16-24,2020,29.0,42.0,102.06896551724138,110.00000000000001,110.00000000000001,16,24,2020-12-16,2020-12-24
TUFA,SCE Bodie State Park,27.51,37.7,31 / 46,12.27,"High Wind Trend, Exceeded FPI,",Nov,3-7,2020,31.0,46.0,88.74193548387098,81.95652173913044,88.74193548387098,3,7,2020-11-03,2020-11-07
SKI HI,SCE Sundance Rd,26.7,41.1,31 / 46,12.53,"High Wind Trend, Exceeded FPI,",Nov,3-7,2020,31.0,46.0,86.12903225806451,89.34782608695653,89.34782608695653,3,7,2020-11-03,2020-11-07
SKI HI,SCE Castle Rock Rd,21.5,40.4,31 / 46,12.53,"High Wind Trend, Exceeded FPI,",Nov,3-7,2020,31.0,46.0,69.35483870967742,87.82608695652173,87.82608695652173,3,7,2020-11-03,2020-11-07
STROSNIDER,SCE Bridgeport Valley,33.9,51.5,31 / 46,12.53,"Exceeded Threshold, Exceeded FPI,",Nov,3-7,2020,31.0,46.0,109.35483870967741,111.95652173913044,111.95652173913044,3,7,2020-11-03,2020-11-07
CAMPANULA,SCE Mesa Dr,30.7,40.3,31 / 46,12.52,"High Wind Trend, Exceeded FPI,",Nov,3-7,2020,31.0,46.0,99.03225806451613,87.6086956521739,99.03225806451613,3,7,2020-11-03,2020-11-07
SHOVEL,SCE Letteau Canyon,25.2,37.3,31/46,12.17,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,81.29032258064515,81.08695652173913,81.29032258064515,4,14,2020-12-04,2020-12-14
METTLER,SCE Mias Canyon,25.1,37.5,31/46,13.14,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,80.96774193548387,81.52173913043478,81.52173913043478,4,14,2020-12-04,2020-12-14
ZENDA,SCE Sand Canyon Rd,23.5,44.1,31/46,13.54,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,75.80645161290323,95.86956521739131,95.86956521739131,4,14,2020-12-04,2020-12-14
LOUCKS,SCE Letteau Canyon,25.2,37.3,31/46,13.54,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,81.29032258064515,81.08695652173913,81.29032258064515,4,14,2020-12-04,2020-12-14
CONDOR,SCE Bear Mountain 2,27.2,41.9,31/46,13.51,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,87.74193548387098,91.08695652173913,91.08695652173913,4,14,2020-12-04,2020-12-14
DAVENPORT,SCE Rattle Snake Rd,17.5,42.2,31/46,14.54,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,56.451612903225815,91.73913043478261,91.73913043478261,4,14,2020-12-04,2020-12-14
RANKIN,SCE Sand Canyon Rd,27.3,45.0,31/46,13.53,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,88.06451612903226,97.82608695652173,97.82608695652173,4,14,2020-12-04,2020-12-14
RAINBOW,SCE South Mountain,28.1,46.6,31/46,12.95,"Exceeded Threshold, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,90.64516129032259,101.30434782608695,101.30434782608695,4,14,2020-12-04,2020-12-14
BALCOM,SCE South Mountain,28.1,46.6,31/46,12.0,"Exceeded Threshold, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,90.64516129032259,101.30434782608695,101.30434782608695,4,14,2020-12-04,2020-12-14
ENERGY,SCE Browns Canyon,29.9,43.3,31/46,12.99,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,96.45161290322581,94.13043478260869,96.45161290322581,4,14,2020-12-04,2020-12-14
BIG ROCK,SCE Cochran St,29.8,43.3,31/46,12.94,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,96.12903225806451,94.13043478260869,96.12903225806451,4,14,2020-12-04,2020-12-14
CASTRO,SCE Anlauf Canyon,28.7,41.1,30/46,12.99,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,30.0,46.0,95.66666666666667,89.34782608695653,95.66666666666667,4,14,2020-12-04,2020-12-14
TWIN LAKES,SCE Cochran St,33.8,51.4,31/45,12.91,"Exceeded Threshold, Exceeded FPI,",Dec,4-14,2020,31.0,45.0,109.03225806451613,114.22222222222223,114.22222222222223,4,14,2020-12-04,2020-12-14
DAVENPORT,SCE Letteau Canyon,28.1,45.0,31/46,14.54,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,90.64516129032259,97.82608695652173,97.82608695652173,4,14,2020-12-04,2020-12-14
ANTON,SCE Happy Camp Rd,26.4,42.7,31/46,12.97,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,85.16129032258064,92.82608695652175,92.82608695652175,4,14,2020-12-04,2020-12-14
ANTON,SCE Happy Camp Rd,26.4,42.7,31/46,12.97,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,85.16129032258064,92.82608695652175,92.82608695652175,4,14,2020-12-04,2020-12-14
TANAGER,SCE Happy Camp Rd,27.8,46.8,30.67/44.07,12.0,"Exceeded Threshold, Exceeded FPI,",Dec,4-14,2020,30.67,44.07,90.64232148679491,106.19469026548671,106.19469026548671,4,14,2020-12-04,2020-12-14
CONDOR,SCE Happy Camp Rd,26.1,35.3,31/46,13.51,"Exceeded Threshold, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,84.19354838709678,76.7391304347826,84.19354838709678,4,14,2020-12-04,2020-12-14
GNATCATCHER,SCE Cummings Valley,26.1,35.3,31/46,13.53,"Exceeded Threshold, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,84.19354838709678,76.7391304347826,84.19354838709678,4,14,2020-12-04,2020-12-14
SADDLEBACK,HIGHLAND SPRINGS RAW,31.0,46.0,31/46,12.11,"Exceeded Threshold, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,100.0,100.0,100.0,4,14,2020-12-04,2020-12-14
DYSART,HIGHLAND SPRINGS RAW,31.0,46.0,31/46,12.11,"Exceeded Threshold, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,100.0,100.0,100.0,4,14,2020-12-04,2020-12-14
FLYING D,SCE Over Pass,25.7,44.9,31/46,12.57,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,82.9032258064516,97.6086956521739,97.6086956521739,4,14,2020-12-04,2020-12-14
FINGAL,SCE Twin Pines,23.8,42.6,31/46,12.09,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,76.7741935483871,92.6086956521739,92.6086956521739,4,14,2020-12-04,2020-12-14
BENCH,SCE Pigsah Peak,26.5,40.7,29/42,12.99,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,29.0,42.0,91.37931034482759,96.90476190476191,96.90476190476191,4,14,2020-12-04,2020-12-14
PINE COVE,SCE Chimney Flats,16.2,47.2,27/44,13.39,"Exceeded Threshold, Exceeded FPI,",Dec,4-14,2020,27.0,44.0,60.0,107.27272727272728,107.27272727272728,4,14,2020-12-04,2020-12-14
SAUNDERS,SCE Chimney Flats,16.2,47.2,27/44,14.4,"Exceeded Threshold, Exceeded FPI,",Dec,4-14,2020,27.0,44.0,60.0,107.27272727272728,107.27272727272728,4,14,2020-12-04,2020-12-14
SAND CANYON,SCE Magic Mtn Truck Trail,26.0,50.9,31/46,12.98,"Exceeded Threshold, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,83.87096774193549,110.65217391304347,110.65217391304347,4,14,2020-12-04,2020-12-14
ANACONDA,SCE Golden Valley,23.8,42.2,31/42,13.47,"Exceeded Threshold, Exceeded FPI,",Dec,4-14,2020,31.0,42.0,76.7741935483871,100.47619047619048,100.47619047619048,4,14,2020-12-04,2020-12-14
GLASSCOCK,SCE Barnes St,25.1,41.7,31/45,12.92,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,45.0,80.96774193548387,92.66666666666667,92.66666666666667,4,14,2020-12-04,2020-12-14
PHEASANT,Banning (RAWS) BNJC1,25.0,43.0,31/45,14.43,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,45.0,80.64516129032258,95.55555555555556,95.55555555555556,4,14,2020-12-04,2020-12-14
TIMBER CANYON,SCE Toland Park,22.4,43.7,31/46,12.96,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,72.25806451612902,95.0,95.0,4,14,2020-12-04,2020-12-14
BOOTLEGGER,SCE Acton Canyon,24.5,45.1,31/46,12.44,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,79.03225806451613,98.04347826086956,98.04347826086956,4,14,2020-12-04,2020-12-14
ZONE,SCE Somis,23.9,41.6,31/46,12.95,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,77.09677419354838,90.43478260869566,90.43478260869566,4,14,2020-12-04,2020-12-14
COBRA,SCE Solemint Mtwy,32.1,45.5,31/42,13.47,"Exceeded Threshold, Exceeded FPI,",Dec,4-14,2020,31.0,42.0,103.5483870967742,108.33333333333333,108.33333333333333,4,14,2020-12-04,2020-12-14
ESTABAN,SCE Hondo Barranca Rd,18.2,40.6,31/45,12.95,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,45.0,58.70967741935483,90.22222222222223,90.22222222222223,4,14,2020-12-04,2020-12-14
CASTRO,SCE Bear Canyon,19.9,42.8,30/46,12.99,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,30.0,46.0,66.33333333333333,93.04347826086956,93.04347826086956,4,14,2020-12-04,2020-12-14
HILLFIELD,SCE Solemint Mtwy,36.6,51.7,31/46,12.0,"Exceeded Threshold, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,118.06451612903226,112.3913043478261,118.06451612903226,4,14,2020-12-04,2020-12-14
ARLENE,SCE Solemint Mtwy,36.6,51.7,31/46,12.0,"Exceeded Threshold, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,118.06451612903226,112.3913043478261,118.06451612903226,4,14,2020-12-04,2020-12-14
RACER,SCE Solemint Mtwy,36.6,51.7,31/46,12.0,"Exceeded Threshold, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,118.06451612903226,112.3913043478261,118.06451612903226,4,14,2020-12-04,2020-12-14
TAPO,SCE Iron Trough Canyon,20.19,42.6,31/46,12.97,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,65.12903225806453,92.6086956521739,92.6086956521739,4,14,2020-12-04,2020-12-14
MIDDLE ROAD,SCE Williams Canyon Rd,14.6,38.5,26/42,12.97,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,26.0,42.0,56.15384615384615,91.66666666666666,91.66666666666666,4,14,2020-12-04,2020-12-14
DAVENPORT,SCE Vasquez Canyon Rd,17.5,42.2,31/46,14.54,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,56.451612903225815,91.73913043478261,91.73913043478261,4,14,2020-12-04,2020-12-14
CLARINET,SCE Whitaker Ridge Rd,28.8,46.5,31/46,12.0,"Exceeded Threshold, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,92.90322580645162,101.08695652173914,101.08695652173914,4,14,2020-12-04,2020-12-14
GILLIBRAND,SCE Valley View,15.7,42.7,31/46,12.91,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,50.645161290322584,92.82608695652175,92.82608695652175,4,14,2020-12-04,2020-12-14
STRATHERN,SCE Moorpark College,23.1,47.1,31/46,12.93,"Exceeded Threshold, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,74.51612903225808,102.39130434782608,102.39130434782608,4,14,2020-12-04,2020-12-14
DUKE,SCE Mount Davis,30.8,44.6,30/46,12.0,"Exceeded Threshold, Exceeded FPI,",Dec,4-14,2020,30.0,46.0,102.66666666666666,96.95652173913044,102.66666666666666,4,14,2020-12-04,2020-12-14
BUCKHORN,SCE Lechler Mtwy,26.4,41.8,31/46,12.0,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,85.16129032258064,90.8695652173913,90.8695652173913,4,14,2020-12-04,2020-12-14
CANEBRAKE,SCE Pacific Crest Trail,27.0,50.8,31/46,12.0,"Exceeded Threshold, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,87.09677419354838,110.43478260869564,110.43478260869564,4,14,2020-12-04,2020-12-14
HORSE MOUNTAIN,SCE Pacific Crest Trail,27.0,50.8,31/46,12.0,"Exceeded Threshold, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,87.09677419354838,110.43478260869564,110.43478260869564,4,14,2020-12-04,2020-12-14
TAHQUITZ,SCE Apple Canyon,31.0,46.5,31/46,14.41,"Exceeded Threshold, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,100.0,101.08695652173914,101.08695652173914,4,14,2020-12-04,2020-12-14
CORSAIR,SCE Red Mountain Rd,25.0,42.8,30/42,14.45,"Exceeded Threshold, Exceeded FPI,",Dec,4-14,2020,30.0,42.0,83.33333333333334,101.9047619047619,101.9047619047619,4,14,2020-12-04,2020-12-14
EASTER,SCE Ramona/ Hwy79,23.4,42.7,29/41,12.0,"Exceeded Threshold, Exceeded FPI,",Dec,4-14,2020,29.0,41.0,80.6896551724138,104.14634146341464,104.14634146341464,4,14,2020-12-04,2020-12-14
ENCHANTED,SCE Simi Valley Landfill,23.4,49.3,31/46,12.93,"Exceeded Threshold, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,75.48387096774192,107.17391304347825,107.17391304347825,4,14,2020-12-04,2020-12-14
VERA CRUZ,SCE Carbon Canyon,25.0,36.7,28.04/42,12.95,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,28.04,42.0,89.1583452211127,87.3809523809524,89.1583452211127,4,14,2020-12-04,2020-12-14
REJADA,SCE Simi Valley Landfill,23.4,49.3,31/46,12.93,"Exceeded Threshold, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,75.48387096774192,107.17391304347825,107.17391304347825,4,14,2020-12-04,2020-12-14
STEEL,SCE Badlands,23.7,45.1,30/43,12.94,"Exceeded Threshold, Exceeded FPI,",Dec,4-14,2020,30.0,43.0,78.99999999999999,104.88372093023257,104.88372093023257,4,14,2020-12-04,2020-12-14
SAVORY,SCE Ramona/ Hwy79,23.4,42.7,29/42,12.93,"Exceeded Threshold, Exceeded FPI,",Dec,4-14,2020,29.0,42.0,80.6896551724138,101.66666666666669,101.66666666666669,4,14,2020-12-04,2020-12-14
PATRICIA,SCE Matilija Reservoir,23.9,45.1,31/46,12.0,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,77.09677419354838,98.04347826086956,98.04347826086956,4,14,2020-12-04,2020-12-14
STEEL,SCE Ramona/ Hwy79,27.1,42.3,30/43,12.94,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,30.0,43.0,90.33333333333334,98.3720930232558,98.3720930232558,4,14,2020-12-04,2020-12-14
ESTABAN,SCE El Rio,19.7,40.5,31/45,12.95,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,45.0,63.54838709677419,90.0,90.0,4,14,2020-12-04,2020-12-14
FORTUNE,SCE State St,20.2,41.5,31/45,12.97,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,45.0,65.16129032258064,92.22222222222223,92.22222222222223,4,14,2020-12-04,2020-12-14
LAUDA,SCE State St,20.2,41.5,31/45,12.97,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,45.0,65.16129032258064,92.22222222222223,92.22222222222223,4,14,2020-12-04,2020-12-14
STEARNS,SCE Eve Rd,19.6,45.5,31/46,12.91,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,63.22580645161291,98.91304347826086,98.91304347826086,4,14,2020-12-04,2020-12-14
Kuehner,SCE Eve Rd,19.6,45.5,31/46,12.91,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,63.22580645161291,98.91304347826086,98.91304347826086,4,14,2020-12-04,2020-12-14
GILMAN,SCE Massacre Canyon,20.2,41.5,31/45,12.97,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,45.0,65.16129032258064,92.22222222222223,92.22222222222223,4,14,2020-12-04,2020-12-14
NAPOLEON,SCE Lamb Canyon Landfall,28.9,45.2,31/45,12.98,"Exceeded Threshold, Exceeded FPI,",Dec,4-14,2020,31.0,45.0,93.2258064516129,100.44444444444444,100.44444444444444,4,14,2020-12-04,2020-12-14
PARINA,SCE West Point,16.8,38.3,28/36,12.0,"Exceeded Threshold, Exceeded FPI,",Dec,4-14,2020,28.0,36.0,60.0,106.38888888888889,106.38888888888889,4,14,2020-12-04,2020-12-14
FANO,SCE West Point,16.8,38.3,28/40,12.92,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,28.0,40.0,60.0,95.74999999999999,95.74999999999999,4,14,2020-12-04,2020-12-14
PASCAL,SCE Anza Rd,29.9,40.0,31/44,12.81,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,44.0,96.45161290322581,90.9090909090909,96.45161290322581,4,14,2020-12-04,2020-12-14
CHAWA,SCE Anza Rd,29.9,40.0,31/46,12.0,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,96.45161290322581,86.95652173913044,96.45161290322581,4,14,2020-12-04,2020-12-14
LOPEZ,SCE Kagel Canyon,16.4,42.4,31/46,14.46,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,52.9032258064516,92.17391304347827,92.17391304347827,4,14,2020-12-04,2020-12-14
DE MILLE,SCE East Trail,17.8,36.9,31/46,12.91,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,57.41935483870968,80.21739130434781,80.21739130434781,4,14,2020-12-04,2020-12-14
SOGGY,SCE Lakeview Ave E,26.4,40.6,28/40,12.0,"Exceeded Threshold, Exceeded FPI,",Dec,4-14,2020,28.0,40.0,94.28571428571428,101.50000000000001,101.50000000000001,4,14,2020-12-04,2020-12-14
VETERANS,SCE Pacoima Dam,16.5,45.7,31/46,14.4,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,53.2258064516129,99.34782608695653,99.34782608695653,4,14,2020-12-04,2020-12-14
ENERGY,SCE West Woolsey Canyon,24.5,40.7,31/46,12.99,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,79.03225806451613,88.47826086956523,88.47826086956523,4,14,2020-12-04,2020-12-14
THACHER,SCE Thacher Canyon,12.6,45.3,29/46,13.92,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,29.0,46.0,43.44827586206896,98.47826086956522,98.47826086956522,4,14,2020-12-04,2020-12-14
THACHER,SCE Thacher Canyon,12.6,45.3,29/46,13.92,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,29.0,46.0,43.44827586206896,98.47826086956522,98.47826086956522,4,14,2020-12-04,2020-12-14
SONOMA,SCE Freedom Rd,21.0,39.5,27.51/39.42,12.94,"Exceeded Threshold, Exceeded FPI,",Dec,4-14,2020,27.51,39.42,76.33587786259541,100.2029426686961,100.2029426686961,4,14,2020-12-04,2020-12-14
SANTORINI,SCE Archibald Ave,17.5,42.6,31/42,12.88,"Exceeded Threshold, Exceeded FPI,",Dec,4-14,2020,31.0,42.0,56.451612903225815,101.42857142857142,101.42857142857142,4,14,2020-12-04,2020-12-14
TAGGERT,SCE Crab Flats,34.6,49.0,31/46,12.32,"Exceeded Threshold, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,111.61290322580646,106.5217391304348,111.61290322580646,4,14,2020-12-04,2020-12-14
BIANCO,SCE Cucamonga Canyon,19.2,39.9,31/40,12.88,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,40.0,61.935483870967744,99.75,99.75,4,14,2020-12-04,2020-12-14
TOWNSHIP,SCE Eve Rd,15.4,44.1,31/45,12.0,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,45.0,49.67741935483871,98.0,98.0,4,14,2020-12-04,2020-12-14
OAK KNOLL,SCE Crab Flats,34.6,49.0,31/46,12.14,"Exceeded Threshold, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,111.61290322580646,106.5217391304348,111.61290322580646,4,14,2020-12-04,2020-12-14
RED BOX,CHILAO (CHOC1),31.0,52.0,31/46,13.42,"Exceeded Threshold, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,100.0,113.04347826086956,113.04347826086956,4,14,2020-12-04,2020-12-14
LOCKNER,SCE Orchard/2 Rd,19.4,45.2,31/45,12.97,"Exceeded Threshold, Exceeded FPI,",Dec,4-14,2020,31.0,45.0,62.58064516129031,100.44444444444444,100.44444444444444,4,14,2020-12-04,2020-12-14
VARGAS,F0494 San Bernardino CSU SB,18.0,41.0,31/46,12.9,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,58.06451612903226,89.13043478260869,89.13043478260869,4,14,2020-12-04,2020-12-14
ROS,SCE Joppe Ave,29.5,40.5,27/39,12.0,"Exceeded Threshold, Exceeded FPI,",Dec,4-14,2020,27.0,39.0,109.25925925925925,103.84615384615385,109.25925925925925,4,14,2020-12-04,2020-12-14
DARTMOUTH,SCE Soboba Rd,24.6,41.4,31/45,14.44,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,45.0,79.35483870967742,92.0,92.0,4,14,2020-12-04,2020-12-14
CASSIDY,SCE Guardian St Hills,26.2,49.9,31/46,12.0,"Exceeded Threshold, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,84.51612903225806,108.47826086956522,108.47826086956522,4,14,2020-12-04,2020-12-14
AMETHYST,SCE Deer Canyon,25.7,57.5,31/46,12.87,"Exceeded Threshold, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,82.9032258064516,125.0,125.0,4,14,2020-12-04,2020-12-14
ROUNDEL,SCE Elm Ave,29.5,44.1,31/44,12.0,"Exceeded Threshold, Exceeded FPI,",Dec,4-14,2020,31.0,44.0,95.16129032258065,100.22727272727272,100.22727272727272,4,14,2020-12-04,2020-12-14
PATRICIA,SCE Foothill Rd,16.7,45.4,31/46,12.0,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,53.87096774193548,98.69565217391305,98.69565217391305,4,14,2020-12-04,2020-12-14
SAVORY,SCE Cottonwood/2,19.2,40.5,29/42,12.93,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,29.0,42.0,66.20689655172414,96.42857142857143,96.42857142857143,4,14,2020-12-04,2020-12-14
FINGAL,SCE Cabazon,28.8,39.2,31/46,12.09,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,92.90322580645162,85.21739130434783,92.90322580645162,4,14,2020-12-04,2020-12-14
DONLON,SCE Orchard/2 Rd,19.7,50.4,31/46,12.95,"Exceeded Threshold, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,63.54838709677419,109.56521739130434,109.56521739130434,4,14,2020-12-04,2020-12-14
FERRARA,SCE San Antonio Canyon,15.2,39.6,31/46,14.2,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,49.03225806451613,86.08695652173914,86.08695652173914,4,14,2020-12-04,2020-12-14
CAMP BALDY,SCE San Antonio Canyon,15.2,39.6,31/46,13.2,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,49.03225806451613,86.08695652173914,86.08695652173914,4,14,2020-12-04,2020-12-14
ICE HOUSE,SCE San Antonio Canyon,15.2,39.6,31/46,12.34,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,49.03225806451613,86.08695652173914,86.08695652173914,4,14,2020-12-04,2020-12-14
STORES,SCE Garcia Rd,29.8,45.8,31/46,14.44,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,96.12903225806451,99.56521739130434,99.56521739130434,4,14,2020-12-04,2020-12-14
SANTORINI,SCE Cucamonga Canyon,22.3,41.8,31/42,12.88,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,42.0,71.93548387096774,99.52380952380952,99.52380952380952,4,14,2020-12-04,2020-12-14
STUBBY,SCE Mias Canyon,27.6,47.7,31/46,14.43,"Exceeded Threshold, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,89.03225806451613,103.69565217391306,103.69565217391306,4,14,2020-12-04,2020-12-14
WINERY,SCE Weber Valley,21.3,40.0,29/42,14.45,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,29.0,42.0,73.44827586206897,95.23809523809523,95.23809523809523,4,14,2020-12-04,2020-12-14
